-8.149791e+01 2.631571e+02 -2.882859e+02
-8.071365e+01 2.628582e+02 -2.852519e+02
-8.092570e+01 2.625848e+02 -2.820906e+02
-8.042632e+01 2.621755e+02 -2.792661e+02
-7.984657e+01 2.614736e+02 -2.764661e+02
-8.023937e+01 2.600006e+02 -2.744802e+02
-8.190424e+01 2.582744e+02 -2.720995e+02
-7.740977e+01 2.584291e+02 -2.676057e+02
-7.707259e+01 2.610756e+02 -2.658781e+02
-7.467143e+01 2.685951e+02 -2.607981e+02
-7.668330e+01 2.703057e+02 -2.593210e+02
-7.730825e+01 2.721959e+02 -2.577521e+02
-7.810120e+01 2.736882e+02 -2.547526e+02
-7.897176e+01 2.750926e+02 -2.523554e+02
-7.960113e+01 2.757712e+02 -2.493644e+02
-8.070156e+01 2.754382e+02 -2.469018e+02
-8.582221e+01 2.773455e+02 -2.516739e+02
-8.477494e+01 2.774615e+02 -2.547359e+02
-8.472135e+01 2.783475e+02 -2.575769e+02
-8.479338e+01 2.809110e+02 -2.588524e+02
-7.800867e+01 2.819433e+02 -2.628954e+02
-7.611893e+01 2.832487e+02 -2.655613e+02
-7.430301e+01 2.836831e+02 -2.684428e+02
-7.388795e+01 2.840685e+02 -2.711516e+02
-7.044627e+01 2.778012e+02 -2.703527e+02
-7.107536e+01 2.762539e+02 -2.671186e+02
-6.622497e+01 2.720519e+02 -2.631837e+02
-6.509714e+01 2.692731e+02 -2.622783e+02
-6.025966e+01 2.714919e+02 -2.546686e+02
-6.081045e+01 2.742500e+02 -2.531889e+02
-6.219042e+01 2.761173e+02 -2.499187e+02
-6.247261e+01 2.783800e+02 -2.471954e+02
-6.281194e+01 2.790623e+02 -2.441108e+02
-6.293423e+01 2.809707e+02 -2.413893e+02
-6.354224e+01 2.822701e+02 -2.381884e+02
-6.166074e+01 2.893175e+02 -2.370145e+02
-6.303728e+01 2.913122e+02 -2.373263e+02
-6.636182e+01 3.026454e+02 -2.349362e+02
-6.574178e+01 3.047516e+02 -2.324513e+02
-6.488684e+01 3.064247e+02 -2.291766e+02
-6.950330e+01 3.139447e+02 -2.188951e+02
-6.991774e+01 3.165883e+02 -2.177707e+02
-7.550942e+01 3.145618e+02 -2.208558e+02
-7.766574e+01 3.124607e+02 -2.205793e+02
-8.010629e+01 3.057421e+02 -2.165507e+02
-7.904151e+01 3.049102e+02 -2.187152e+02
-7.703851e+01 3.030282e+02 -2.197057e+02
-7.534661e+01 3.003489e+02 -2.194249e+02
-7.357689e+01 2.982150e+02 -2.189130e+02
-7.242981e+01 2.950899e+02 -2.178350e+02
-7.138003e+01 2.921679e+02 -2.188859e+02
-6.455111e+01 2.881170e+02 -2.201685e+02
-6.361306e+01 2.854023e+02 -2.211325e+02
-6.230828e+01 2.822087e+02 -2.221403e+02
-6.066508e+01 2.796045e+02 -2.230874e+02
-5.862013e+01 2.774160e+02 -2.227414e+02
-5.714617e+01 2.750500e+02 -2.227154e+02
-5.366860e+01 2.647625e+02 -2.251555e+02
-5.512487e+01 2.617478e+02 -2.258180e+02
-5.876196e+01 2.518505e+02 -2.286132e+02
-6.015388e+01 2.505546e+02 -2.306816e+02
-6.092561e+01 2.492961e+02 -2.328300e+02
-6.227025e+01 2.473542e+02 -2.342230e+02
-6.393063e+01 2.456317e+02 -2.355071e+02
-6.513264e+01 2.431770e+02 -2.377430e+02
-6.559945e+01 2.416573e+02 -2.406364e+02
-6.456667e+01 2.409689e+02 -2.440452e+02
-6.756275e+01 2.422090e+02 -2.543233e+02
-6.960044e+01 2.415607e+02 -2.564708e+02
-7.049955e+01 2.398569e+02 -2.585719e+02
-6.962330e+01 2.385251e+02 -2.597911e+02
-7.066734e+01 2.436685e+02 -2.644331e+02
-7.315965e+01 2.451407e+02 -2.643602e+02
-7.441429e+01 2.551987e+02 -2.641775e+02
-7.436761e+01 2.577155e+02 -2.666416e+02
-7.530380e+01 2.603517e+02 -2.682845e+02
-7.727782e+01 2.629483e+02 -2.688605e+02
-7.823411e+01 2.657360e+02 -2.701413e+02
-8.211345e+01 2.702367e+02 -2.773870e+02
-8.394361e+01 2.733683e+02 -2.788659e+02
-8.569741e+01 2.758803e+02 -2.809686e+02
-8.736730e+01 2.777688e+02 -2.838677e+02
-8.808520e+01 2.796768e+02 -2.865898e+02
-9.732426e+01 2.818089e+02 -2.884962e+02
-9.994799e+01 2.838866e+02 -2.886297e+02
-1.030384e+02 2.850138e+02 -2.895820e+02
-9.897748e+01 2.867323e+02 -2.838951e+02
-9.843832e+01 2.848904e+02 -2.833848e+02
-9.317604e+01 2.877634e+02 -2.819198e+02
-9.263565e+01 2.905272e+02 -2.821207e+02
-9.161577e+01 2.940025e+02 -2.816307e+02
-8.878089e+01 2.967857e+02 -2.807749e+02
-8.686566e+01 2.989516e+02 -2.796591e+02
-8.175793e+01 3.051910e+02 -2.809931e+02
-7.938800e+01 3.035043e+02 -2.813313e+02
-7.704993e+01 3.020952e+02 -2.824948e+02
-7.502812e+01 3.005316e+02 -2.837440e+02
-7.290753e+01 2.983115e+02 -2.828239e+02
-6.769196e+01 2.906863e+02 -2.846385e+02
-6.631722e+01 2.895656e+02 -2.819483e+02
-6.518093e+01 2.871189e+02 -2.795276e+02
-6.430211e+01 2.846870e+02 -2.774147e+02
-6.453800e+01 2.810906e+02 -2.759351e+02
-6.583587e+01 2.798840e+02 -2.766674e+02
-6.338956e+01 2.750561e+02 -2.723783e+02
-6.276148e+01 2.744326e+02 -2.700544e+02
-5.467618e+01 2.728674e+02 -2.678667e+02
-5.340336e+01 2.708437e+02 -2.672253e+02
-5.697603e+01 2.640297e+02 -2.692243e+02
-5.845352e+01 2.638826e+02 -2.719251e+02
-6.039694e+01 2.627569e+02 -2.746711e+02
-6.227185e+01 2.607447e+02 -2.749422e+02
-6.665092e+01 2.600177e+02 -2.815548e+02
-6.551649e+01 2.597734e+02 -2.848032e+02
-6.942856e+01 2.573524e+02 -2.960762e+02
-6.952092e+01 2.569743e+02 -2.987768e+02
-7.112376e+01 2.488670e+02 -3.000612e+02
-7.237821e+01 2.470770e+02 -2.980346e+02
-7.941669e+01 2.385642e+02 -2.972091e+02
-7.928214e+01 2.368624e+02 -2.966161e+02
-7.555127e+01 2.365363e+02 -3.017344e+02
-7.536106e+01 2.389976e+02 -3.039705e+02
-7.462950e+01 2.403220e+02 -3.061139e+02
-7.405180e+01 2.416474e+02 -3.089876e+02
-7.378928e+01 2.413131e+02 -3.120419e+02
-7.248965e+01 2.494470e+02 -3.144963e+02
-7.335961e+01 2.522318e+02 -3.148876e+02
-6.638529e+01 2.542787e+02 -3.112072e+02
-6.343569e+01 2.527621e+02 -3.096126e+02
-5.988984e+01 2.509275e+02 -3.085995e+02
-6.305777e+01 2.473380e+02 -3.066263e+02
-6.496098e+01 2.455035e+02 -3.076702e+02
-7.161481e+01 2.347028e+02 -3.057422e+02
-7.098438e+01 2.317595e+02 -3.051591e+02
-7.025356e+01 2.285929e+02 -3.037012e+02
-6.933719e+01 2.209260e+02 -2.954267e+02
-7.194136e+01 2.193837e+02 -2.943025e+02
-7.388943e+01 2.190460e+02 -2.945724e+02
-7.488367e+01 2.179214e+02 -2.880657e+02
-7.210046e+01 2.187277e+02 -2.847409e+02
-7.085056e+01 2.188189e+02 -2.822004e+02
-6.354176e+01 2.208633e+02 -2.732088e+02
-6.259226e+01 2.217057e+02 -2.704031e+02
-6.038509e+01 2.213921e+02 -2.673703e+02
-5.860601e+01 2.285559e+02 -2.644490e+02
-5.883741e+01 2.309257e+02 -2.637074e+02
-5.898361e+01 2.340759e+02 -2.626873e+02
-5.797849e+01 2.378561e+02 -2.625837e+02
-5.763026e+01 2.397605e+02 -2.618300e+02
-5.921136e+01 2.369948e+02 -2.561442e+02
-5.961690e+01 2.350151e+02 -2.548392e+02
-6.492422e+01 2.304773e+02 -2.564056e+02
-6.658819e+01 2.278091e+02 -2.572491e+02
-6.871462e+01 2.271329e+02 -2.586884e+02
-6.837563e+01 2.190842e+02 -2.613670e+02
-6.960647e+01 2.173563e+02 -2.591484e+02
-7.043514e+01 2.153995e+02 -2.576338e+02
-7.143072e+01 2.128663e+02 -2.572665e+02
-7.199061e+01 2.096142e+02 -2.564309e+02
-6.604157e+01 2.068634e+02 -2.545739e+02
-6.330745e+01 2.081941e+02 -2.543664e+02
-5.818992e+01 2.122513e+02 -2.481674e+02
-5.701793e+01 2.117613e+02 -2.449551e+02
-5.469626e+01 2.134427e+02 -2.430404e+02
-5.342280e+01 2.158499e+02 -2.420920e+02
-4.895734e+01 2.167198e+02 -2.333111e+02
-4.600147e+01 2.171940e+02 -2.315455e+02
-4.428600e+01 2.174184e+02 -2.284755e+02
-4.290478e+01 2.167843e+02 -2.259226e+02
-3.515782e+01 2.190232e+02 -2.235024e+02
-3.373412e+01 2.205684e+02 -2.219059e+02
-3.101814e+01 2.226762e+02 -2.205587e+02
-2.751731e+01 2.329103e+02 -2.176638e+02
-2.557881e+01 2.358118e+02 -2.165735e+02
-2.385372e+01 2.385313e+02 -2.160026e+02
-2.168778e+01 2.411197e+02 -2.150559e+02
-2.008765e+01 2.414790e+02 -2.143401e+02
-2.147333e+01 2.477239e+02 -2.124445e+02
-2.380711e+01 2.504783e+02 -2.115732e+02
-2.540342e+01 2.525487e+02 -2.109897e+02
-2.809100e+01 2.542923e+02 -2.116560e+02
-3.085277e+01 2.547622e+02 -2.109406e+02
-3.403397e+01 2.595360e+02 -2.065964e+02
-3.593434e+01 2.618323e+02 -2.081098e+02
-3.905115e+01 2.628382e+02 -2.093923e+02
-4.901754e+01 2.670951e+02 -2.049392e+02
-5.124297e+01 2.696562e+02 -2.041497e+02
-5.276969e+01 2.717445e+02 -2.042191e+02
-5.409546e+01 2.747325e+02 -2.047673e+02
-5.459237e+01 2.761598e+02 -2.056171e+02
-5.693802e+01 2.765382e+02 -2.002621e+02
-5.702603e+01 2.750173e+02 -1.976625e+02
-5.805525e+01 2.741694e+02 -1.944333e+02
-6.025691e+01 2.748748e+02 -1.924779e+02
-6.870345e+01 2.736863e+02 -1.855701e+02
-6.978415e+01 2.724525e+02 -1.831729e+02
-7.066839e+01 2.715249e+02 -1.805940e+02
-7.052260e+01 2.708451e+02 -1.774532e+02
-7.612419e+01 2.687341e+02 -1.697750e+02
-7.805359e+01 2.662202e+02 -1.690606e+02
-7.906725e+01 2.639828e+02 -1.675605e+02
-7.977253e+01 2.624082e+02 -1.647229e+02
-8.420430e+01 2.547021e+02 -1.648513e+02
-8.267872e+01 2.522737e+02 -1.656593e+02
-8.165449e+01 2.494199e+02 -1.662798e+02
-8.150145e+01 2.463934e+02 -1.668541e+02
-8.178720e+01 2.436551e+02 -1.679216e+02
-8.163500e+01 2.407355e+02 -1.694838e+02
-8.026768e+01 2.383450e+02 -1.718499e+02
-7.871319e+01 2.368656e+02 -1.744651e+02
-7.784525e+01 2.336445e+02 -1.753725e+02
-7.729798e+01 2.312602e+02 -1.758089e+02
-7.730674e+01 2.283758e+02 -1.773252e+02
-7.921292e+01 2.268061e+02 -1.787834e+02
-8.062469e+01 2.246842e+02 -1.866427e+02
-8.220884e+01 2.228195e+02 -1.878228e+02
-8.408345e+01 2.228201e+02 -1.904895e+02
-8.631521e+01 2.239441e+02 -1.926461e+02
-8.698735e+01 2.242531e+02 -1.951116e+02
-9.429137e+01 2.272155e+02 -1.974444e+02
-9.659143e+01 2.296800e+02 -1.971373e+02
-9.775635e+01 2.324932e+02 -1.979992e+02
-9.922605e+01 2.349413e+02 -1.997511e+02
-1.005241e+02 2.374966e+02 -2.008781e+02
-1.080910e+02 2.428648e+02 -2.055883e+02
-1.083336e+02 2.456326e+02 -2.062956e+02
-1.066158e+02 2.463911e+02 -2.115499e+02
-1.076898e+02 2.442088e+02 -2.125954e+02
-1.032811e+02 2.484932e+02 -2.168808e+02
-1.002591e+02 2.493470e+02 -2.179130e+02
-9.731187e+01 2.505527e+02 -2.193503e+02
-9.426791e+01 2.501204e+02 -2.190645e+02
-9.234211e+01 2.494336e+02 -2.193661e+02
-9.263072e+01 2.497255e+02 -2.158080e+02
-9.527520e+01 2.498910e+02 -2.156440e+02
-9.594406e+01 2.515733e+02 -2.129246e+02
-1.022632e+02 2.608693e+02 -2.079085e+02
-1.038656e+02 2.629237e+02 -2.060617e+02
-1.039802e+02 2.659021e+02 -2.050947e+02
-1.028803e+02 2.684970e+02 -2.046410e+02
-1.011824e+02 2.707398e+02 -2.027911e+02
-9.961187e+01 2.698212e+02 -2.099647e+02
-1.011423e+02 2.700656e+02 -2.130047e+02
-1.091994e+02 2.734140e+02 -2.225048e+02
-1.098655e+02 2.717607e+02 -2.251914e+02
-1.113011e+02 2.708534e+02 -2.287317e+02
-1.084105e+02 2.728627e+02 -2.373154e+02
-1.058127e+02 2.735229e+02 -2.383439e+02
-1.020208e+02 2.747458e+02 -2.326631e+02
-1.014282e+02 2.740633e+02 -2.300801e+02
-9.951265e+01 2.734933e+02 -2.279326e+02
-9.655859e+01 2.732439e+02 -2.272615e+02
-9.307436e+01 2.737184e+02 -2.276383e+02
-9.085527e+01 2.756607e+02 -2.272174e+02
-8.308930e+01 2.749577e+02 -2.294102e+02
-8.344117e+01 2.745450e+02 -2.320985e+02
-8.230475e+01 2.743529e+02 -2.355960e+02
-8.077928e+01 2.734368e+02 -2.376860e+02
-7.909950e+01 2.726783e+02 -2.393701e+02
-8.432670e+01 2.696942e+02 -2.459943e+02
-8.541927e+01 2.693894e+02 -2.477348e+02
-8.057118e+01 2.680709e+02 -2.495604e+02
-7.888244e+01 2.664686e+02 -2.476800e+02
-7.748018e+01 2.640235e+02 -2.464599e+02
-7.035681e+01 2.555531e+02 -2.429055e+02
-6.914117e+01 2.537682e+02 -2.407172e+02
-6.658854e+01 2.524580e+02 -2.377634e+02
-6.270538e+01 2.546456e+02 -2.274184e+02
-6.248362e+01 2.548060e+02 -2.247796e+02
-6.224725e+01 2.529426e+02 -2.232133e+02
-6.797366e+01 2.486938e+02 -2.173322e+02
-6.993971e+01 2.509157e+02 -2.164262e+02
-7.202982e+01 2.454864e+02 -2.181386e+02
-7.233072e+01 2.431344e+02 -2.198474e+02
-7.029496e+01 2.425673e+02 -2.141174e+02
-7.030162e+01 2.431741e+02 -2.108762e+02
-6.926891e+01 2.427855e+02 -2.079358e+02
-6.800534e+01 2.414379e+02 -2.067193e+02
-7.159058e+01 2.414466e+02 -2.025347e+02
-7.357113e+01 2.435207e+02 -2.022557e+02
-7.625316e+01 2.446827e+02 -2.015429e+02
-7.886776e+01 2.460615e+02 -2.008450e+02
-8.175556e+01 2.467245e+02 -1.998865e+02
-8.429607e+01 2.469988e+02 -2.003365e+02
-9.501871e+01 2.513712e+02 -2.012646e+02
-9.720518e+01 2.539068e+02 -2.009413e+02
-9.821143e+01 2.564930e+02 -1.999704e+02
-1.001283e+02 2.580859e+02 -1.982096e+02
-1.001131e+02 2.600289e+02 -1.969584e+02
-1.063012e+02 2.603170e+02 -1.922567e+02
-1.095314e+02 2.595436e+02 -1.926707e+02
-1.126377e+02 2.590009e+02 -1.937371e+02
-1.151776e+02 2.595945e+02 -1.909696e+02
-1.127003e+02 2.587382e+02 -1.902707e+02
-1.100022e+02 2.584078e+02 -1.876369e+02
-1.083931e+02 2.582404e+02 -1.848131e+02
-1.092247e+02 2.597992e+02 -1.819668e+02
-1.159052e+02 2.614277e+02 -1.707354e+02
-1.170827e+02 2.617511e+02 -1.674158e+02
-1.184707e+02 2.616363e+02 -1.650219e+02
-1.211537e+02 2.661197e+02 -1.566933e+02
-1.214968e+02 2.660819e+02 -1.537179e+02
-1.219242e+02 2.655155e+02 -1.501211e+02
-1.219967e+02 2.665422e+02 -1.466021e+02
-1.225148e+02 2.672965e+02 -1.429818e+02
-1.219507e+02 2.676406e+02 -1.398998e+02
-1.223468e+02 2.693350e+02 -1.368279e+02
-1.209944e+02 2.618993e+02 -1.318725e+02
-1.199583e+02 2.604029e+02 -1.315512e+02
-1.146228e+02 2.629071e+02 -1.273899e+02
-1.134717e+02 2.620774e+02 -1.243917e+02
-1.115456e+02 2.634732e+02 -1.229557e+02
-1.113970e+02 2.596608e+02 -1.164504e+02
-1.107794e+02 2.570431e+02 -1.178250e+02
-1.091959e+02 2.541058e+02 -1.184768e+02
-1.069659e+02 2.520000e+02 -1.176962e+02
-1.074812e+02 2.431267e+02 -1.184138e+02
-1.052738e+02 2.407805e+02 -1.187829e+02
-9.875872e+01 2.360883e+02 -1.132354e+02
-9.877227e+01 2.351939e+02 -1.105937e+02
-9.236373e+01 2.272113e+02 -1.062578e+02
-9.034685e+01 2.260011e+02 -1.046937e+02
-8.781633e+01 2.250713e+02 -1.031010e+02
-8.586840e+01 2.229155e+02 -1.016083e+02
-8.477557e+01 2.211446e+02 -9.917445e+01
-8.317955e+01 2.190735e+02 -9.778793e+01
-8.097456e+01 2.170144e+02 -9.627902e+01
-7.862385e+01 2.156347e+02 -9.400641e+01
-7.726775e+01 2.133129e+02 -9.230810e+01
-7.640916e+01 2.105234e+02 -9.072085e+01
-7.538497e+01 2.083638e+02 -8.943301e+01
-7.445166e+01 2.057966e+02 -8.949771e+01
-6.782600e+01 2.079934e+02 -9.463422e+01
-6.572146e+01 2.101174e+02 -9.464476e+01
-5.484154e+01 2.101572e+02 -9.859577e+01
-5.236488e+01 2.096063e+02 -9.979005e+01
-5.222806e+01 2.111257e+02 -1.015035e+02
-4.687511e+01 2.117464e+02 -9.716779e+01
-4.363593e+01 2.111144e+02 -9.676981e+01
-4.158750e+01 2.106139e+02 -9.715815e+01
-4.423339e+01 2.046762e+02 -9.879811e+01
-4.527992e+01 2.035937e+02 -9.748035e+01
-4.693851e+01 1.983873e+02 -1.026507e+02
-4.892476e+01 1.964211e+02 -1.046255e+02
