diag_idx,target_space,n_pairs,mean_error_smoothed_oe,smoothed_correction
445,smoothed_oe,45375,0.10845516622066498,0.10922060161828995
446,smoothed_oe,44550,0.10787326097488403,0.10999957472085953
447,smoothed_oe,43725,0.10814546048641205,0.11153309047222137
448,smoothed_oe,42900,0.11191321164369583,0.11370018869638443
449,smoothed_oe,42075,0.1186467707157135,0.1160222738981247
450,smoothed_oe,41250,0.12244117259979248,0.11793776601552963
451,smoothed_oe,40425,0.12079531699419022,0.11920669674873352
452,smoothed_oe,39600,0.11761678755283356,0.12005245685577393
453,smoothed_oe,38775,0.11888427287340164,0.1209164708852768
454,smoothed_oe,37950,0.12285228818655014,0.1221328154206276
455,smoothed_oe,37125,0.12307138741016388,0.12381870299577713
456,smoothed_oe,36300,0.12280522286891937,0.12589572370052338
457,smoothed_oe,35475,0.12817589938640594,0.12806501984596252
458,smoothed_oe,34650,0.13486388325691223,0.1298515945672989
459,smoothed_oe,33825,0.13470301032066345,0.13087579607963562
460,smoothed_oe,33000,0.13013392686843872,0.1311376839876175
461,smoothed_oe,32175,0.12931019067764282,0.13098375499248505
462,smoothed_oe,31350,0.13159283995628357,0.13082095980644226
463,smoothed_oe,30525,0.13043171167373657,0.13090305030345917
464,smoothed_oe,29700,0.1283920705318451,0.13128185272216797
465,smoothed_oe,28875,0.13223567605018616,0.13180841505527496
466,smoothed_oe,28050,0.13552933931350708,0.13219426572322845
467,smoothed_oe,27225,0.13331818580627441,0.13219457864761353
468,smoothed_oe,26400,0.13122546672821045,0.13178619742393494
469,smoothed_oe,25575,0.1315605342388153,0.1311892867088318
470,smoothed_oe,24750,0.13052916526794434,0.13077931106090546
471,smoothed_oe,23925,0.12779390811920166,0.13096089661121368
472,smoothed_oe,23100,0.1273747831583023,0.13195721805095673
473,smoothed_oe,22275,0.13346803188323975,0.13356958329677582
474,smoothed_oe,21450,0.13901586830615997,0.13516123592853546
475,smoothed_oe,20625,0.13979311287403107,0.1359839141368866
476,smoothed_oe,19800,0.13901405036449432,0.13560354709625244
477,smoothed_oe,18975,0.13547012209892273,0.1340945065021515
478,smoothed_oe,18150,0.13134422898292542,0.13192924857139587
479,smoothed_oe,17325,0.12865805625915527,0.1297241598367691
480,smoothed_oe,16500,0.12531936168670654,0.12800833582878113
481,smoothed_oe,15675,0.12460828572511673,0.12708249688148499
482,smoothed_oe,14850,0.12576662003993988,0.12698304653167725
483,smoothed_oe,14025,0.12746912240982056,0.1275387853384018
484,smoothed_oe,13200,0.12759925425052643,0.12843839824199677
485,smoothed_oe,12375,0.12914341688156128,0.1292237639427185
486,smoothed_oe,11550,0.13292330503463745,0.12929579615592957
487,smoothed_oe,10725,0.1343366950750351,0.12815286219120026
488,smoothed_oe,9900,0.13056376576423645,0.1258513629436493
489,smoothed_oe,9075,0.11931580305099487,0.12323503196239471
490,smoothed_oe,8250,0.11061029136180878,0.12147843092679977
491,smoothed_oe,7425,0.11665987223386765,0.12118914723396301
492,smoothed_oe,6600,0.1266842633485794,0.12193188816308975
493,smoothed_oe,5775,0.1266847550868988,0.12267398089170456
494,smoothed_oe,4950,0.12497130036354065,0.12269963324069977
495,smoothed_oe,4125,0.12438380718231201,0.12218329310417175
496,smoothed_oe,3300,0.11666418612003326,0.1220380887389183
497,smoothed_oe,2475,0.11250496655702591,0.12318866699934006
498,smoothed_oe,1650,0.12391489744186401,0.12579864263534546
499,smoothed_oe,825,0.13561797142028809,0.12911243736743927
