diag_idx,target_space,n_pairs,mean_error_smoothed_oe,smoothed_correction
56,smoothed_oe,366300,0.11522147804498672,0.11648482084274292
57,smoothed_oe,365475,0.12173134088516235,0.12253140658140182
58,smoothed_oe,364650,0.12782160937786102,0.12896890938282013
59,smoothed_oe,363825,0.13377825915813446,0.1358909159898758
60,smoothed_oe,363000,0.14162896573543549,0.14310303330421448
61,smoothed_oe,362175,0.15437600016593933,0.15014882385730743
62,smoothed_oe,361350,0.16030049324035645,0.15650254487991333
63,smoothed_oe,360525,0.16135065257549286,0.16170436143875122
64,smoothed_oe,359700,0.1693970263004303,0.16517138481140137
65,smoothed_oe,358875,0.17265701293945312,0.1657969206571579
66,smoothed_oe,358050,0.17390979826450348,0.16190479695796967
67,smoothed_oe,357225,0.17684347927570343,0.15205465257167816
68,smoothed_oe,356400,0.15811356902122498,0.13636232912540436
69,smoothed_oe,355575,0.09747234731912613,0.11703387647867203
70,smoothed_oe,354750,0.08986877650022507,0.09726260602474213
71,smoothed_oe,353925,0.07450953871011734,0.07953070849180222
72,smoothed_oe,353100,0.06484677642583847,0.06503749638795853
73,smoothed_oe,352275,0.03946604207158089,0.054272789508104324
74,smoothed_oe,351450,0.034258630126714706,0.04738365486264229
75,smoothed_oe,350625,0.041735172271728516,0.043916359543800354
76,smoothed_oe,349800,0.04554459825158119,0.04278644546866417
77,smoothed_oe,348975,0.042982231825590134,0.042869649827480316
78,smoothed_oe,348150,0.038858845829963684,0.04353516176342964
79,smoothed_oe,347325,0.04491255059838295,0.044587183743715286
80,smoothed_oe,346500,0.04735449701547623,0.04595723748207092
81,smoothed_oe,345675,0.04730024188756943,0.04761003330349922
82,smoothed_oe,344850,0.04620642960071564,0.04958779737353325
83,smoothed_oe,344025,0.051856350153684616,0.05193745717406273
84,smoothed_oe,343200,0.05486151576042175,0.05459657683968544
85,smoothed_oe,342375,0.05777717009186745,0.05741642415523529
86,smoothed_oe,341550,0.05993245169520378,0.060265008360147476
87,smoothed_oe,340725,0.06289532780647278,0.06304480135440826
88,smoothed_oe,339900,0.06649001687765121,0.06562115997076035
89,smoothed_oe,339075,0.06909375637769699,0.06779060512781143
90,smoothed_oe,338250,0.07194989919662476,0.06936240941286087
91,smoothed_oe,337425,0.07179614156484604,0.07029476761817932
92,smoothed_oe,336600,0.07072968035936356,0.07075268775224686
93,smoothed_oe,335775,0.06970103085041046,0.07101550698280334
94,smoothed_oe,334950,0.0712791234254837,0.07130566239356995
95,smoothed_oe,334125,0.07153299450874329,0.07168863713741302
96,smoothed_oe,333300,0.07219038903713226,0.07211420685052872
97,smoothed_oe,332475,0.07380388677120209,0.07254152745008469
98,smoothed_oe,331650,0.0718870535492897,0.07303506880998611
99,smoothed_oe,330825,0.07250270247459412,0.07375446707010269
100,smoothed_oe,330000,0.07379577308893204,0.07485438138246536
101,smoothed_oe,329175,0.07549308240413666,0.07638616114854813
102,smoothed_oe,328350,0.07748310267925262,0.0782734826207161
103,smoothed_oe,327525,0.08110547810792923,0.08035873621702194
104,smoothed_oe,326700,0.08260678499937057,0.0824737548828125
105,smoothed_oe,325875,0.08449903875589371,0.08449040353298187
106,smoothed_oe,325050,0.08727053552865982,0.08634602278470993
107,smoothed_oe,324225,0.08883382380008698,0.08807075768709183
108,smoothed_oe,323400,0.08878843486309052,0.08981089293956757
109,smoothed_oe,322575,0.0905195027589798,0.09179825335741043
110,smoothed_oe,321750,0.0929710790514946,0.09424992650747299
111,smoothed_oe,320925,0.09536810964345932,0.09724552929401398
112,smoothed_oe,320100,0.10000134259462357,0.10063828527927399
113,smoothed_oe,319275,0.10519052296876907,0.10405460000038147
114,smoothed_oe,318450,0.10989390313625336,0.1070350781083107
115,smoothed_oe,317625,0.1124512255191803,0.10929139703512192
116,smoothed_oe,316800,0.11180572956800461,0.1109086275100708
117,smoothed_oe,315975,0.10968377441167831,0.11228998005390167
118,smoothed_oe,315150,0.11152047663927078,0.11384032666683197
119,smoothed_oe,314325,0.11589352786540985,0.11565471440553665
120,smoothed_oe,313500,0.11930707842111588,0.11749189347028732
121,smoothed_oe,312675,0.12112434208393097,0.11901077628135681
122,smoothed_oe,311850,0.1202257052063942,0.11998791247606277
123,smoothed_oe,311025,0.12108930945396423,0.12032714486122131
124,smoothed_oe,310200,0.12249890714883804,0.1199667677283287
125,smoothed_oe,309375,0.12086687237024307,0.11889069527387619
